id_senha,agencia,codigo_agencia,numero_balcao,tipo_servico,data_atendimento,hora_chegada,hora_atendimento,hora_fim,tempo_espera_min,tempo_atendimento_min,status_atendimento,prioridade,funcionario_id,capacidade_balcao,observacoes
SNH0016647,Miramar,KXM-MIR,2,Levantamento,25/03/2025,12:33,12:40,13:19,7,39,Atendido,Idoso,FUN0038,4,Impressora com falha
SNH0015559,Cazenga,KXM-CAZ,3,Pagamento de Serviços,2025-03-27,14:38,15:06,15:43,28,37,Reagendado,Empresa,FUN0049,4,
SNH0003079,Miramar,KXM-MIR,1,Pagamento de Serviços,2025-02-05,12:53,14:20,14:52,87,32,Atendido,Gestante,,4,
SNH0014769,Miramar,KXM-MIR,4,CRÉDITO,31/03/2025,11:39,12:31,12:36,52,5,Atendido,Empresa,FUN0046,4,Cliente satisfeito
SNH0009145,Kilamba,KXM-KIL,4,Transferência,16/01/2025,12:29,13:56,14:29,87,33,Atendido,Normal,FUN0048,4,Sem energia - sistema reiniciado
SNH0017580,Kilamba,KXM-KIL,1,Abertura de Conta,31/03/2025,10:14,12:07,,113,28,Desistiu,Normal,FUN0042,4,Cliente voltará amanhã
SNH0006415,Maianga,KXM-MAI,4,Levantamento,04/03/2025,11:19,11:53,12:10,34,17,Atendido,Normal,FUN0010,4,Cliente satisfeito
SNH0000810,Miramar,KXM-MIR,4,Pagamento de Serviços,2025-02-13,10:17,11:49,12:32,92,43,Atendido,Normal,FUN0016,4,Cliente reclamou do tempo de espera
SNH0016448,Kilamba,KXM-KIL,1,Abertura de Conta,28/02/2025,13:15,11:09,10:21,44,32,Atendido,Normal,FUN0030,4,Impressora com falha
SNH0001086,Maianga,KXM-MAI,4,Abertura de Conta,03/01/2025,11:49,12:03,12:37,14,34,Desistiu,Normal,FUN0017,4,
SNH0006531,Talatona,KXM-TAL,2,Abertura de Conta,2025/03/03,09:16,09:17,09:47,1,30,Atendido,Empresa,FUN0002,4,Sem energia - sistema reiniciado
SNH0010370,Rangel,KXM-RAN,4, Levantamento,20/02/2025,11:25,12:04,12:49,39,45,Desistiu,Normal,FUN0019,4,Cliente reclamou do tempo de espera
SNH0008958,Viana,KXM-VIA,3,Actualização de Dados,04/02/2025,08:57,09:47,,50,23,Atendido,Idoso,FUN0049,4,Cliente voltará amanhã
SNH0001604,Ingombota,KXM-ING,1,Actualização de Dados,2025-03-14,10:33,12:19,13:00,106,41,Atendido,Normal,FUN0044,4,Problema com o cartão
SNH0012452,Samba,KXM-SAM,3,Transferência,2025-01-23,13:43,15:40,16:17,117,37,Desistiu,Gestante,FUN0020,4,Atendimento prioritário solicitado
SNH0017277,Cazenga,KXM-CAZ,4,Levantamento,17/02/2025,13:09,14:03,14:38,54,35,Atendido,Empresa,FUN0046,4,Impressora com falha
SNH0003656,Talatona,KXM-TAL,4,,17/02/2025,11:20,12:52,13:06,92,14,Atendido,Normal,FUN0018,4,
SNH0004712,Viana,KXM-VIA,1,Actualização de Dados,2025-02-03,14:11,14:44,,33,10,Desistiu,Empresa,FUN0031,4,
SNH0010956,Kilamba,KXM-KIL,2,Transferência,2025/02/19,12:05,14:04,14:08,119,4,Atendido,Normal,FUN0021,4,Cliente satisfeito
SNH0018315,Maianga,KXM-MAI,2,Crédito,21/02/2025,08:50,10:20,10:34,90,14,Atendido,Normal,FUN0036,4,
SNH0018915,Miramar,KXM-MIR,1,Levantamento,2025-01-11,13:18,13:21,10:52,-28,24,Atendido,Normal,FUN0005,4,Falta de documentos
SNH0013899,Kilamba,KXM-KIL,2,Levantamento,2025-01-23,10:52,11:08,11:11,16,3,Atendido,Idoso,FUN0014,4,
SNH0003744,Kilamba,KXM-KIL,1,Transferência,02/01/2025,09:24,09:56,10:02,32,407,Desistiu,Idoso,FUN0028,4,Sem energia - sistema reiniciado
SNH0007489,Maianga,KXM-MAI,2,Transferência,20/01/2025,10:39,10:55,11:16,16,21,Desistiu,Gestante,FUN0021,4,Cliente reclamou do tempo de espera
SNH0005247,Talatona,KXM-TAL,2,Actualização de Dados,2025-03-13,12:26,13:08,13:34,42,26,Atendido,Empresa,FUN0043,4,Cliente satisfeito
SNH0001855,Kilamba,KXM-KIL,3,Abertura de Conta,26-03-2025,14:49,15:03,,14,40,Atendido,Normal,FUN0018,4,
SNH0001806,Benfica,KXM-BEN,3,Pagamento de Serviços,2025-03-05,12:15,13:54,14:28,0,34,Atendido,Normal,FUN0036,4,Falta de documentos
SNH0019823,Miramar,KXM-MIR,4,Crédito,2025/03/15,14:53,16:35,16:46,0,11,Atendido,Normal,FUN0048,4,Atendimento prioritário solicitado
SNH0001122,Miramar,KXM-MIR,4,Actualizacao de Dados,17/03/2025,08:08,09:00,09:12,52,12,Atendido,Normal,FUN0044,4,Impressora com falha
SNH0016953,Rangel,KXM-RAN,1,Crédito,14/03/2025,14:21,14:50,14:53,29,3,Atendido,Normal,FUN0032,4,
SNH0007819,Samba,KXM-SAM,4,Transferência,31/01/2025,12:06,12:16,12:46,10,30,Atendido,Empresa ,FUN0046,4,
SNH0013404,Talatona,KXM-TAL,4,Actualização de Dados,13/02/2025,08:58,10:31,10:49,93,18,Reagendado,Normal,FUN0035,4,
SNH0012345,Benfica,KXM-BEN,1,Crédito,08/01/2025,11:26,11:57,12:01,31,4,Reagendado,Normal,,4,
SNH0006766,Benfica,KXM-BEN,1,Tranferência,28/01/2025,11:30,12:13,12:20,43,7,Atendido,Gestante,FUN0047,4,Falta de documentos
SNH0010885,Viana,KXM-VIA,4,Transferência,2025-03-18,10:01,10:25,10:30,24,5,Atendido,Normal,FUN0048,4,
SNH0017511,Miramar,KXM-MIR,1,Transferência,11/02/2025,13:59,15:01,15:34,62,33,Atendido,Normal,FUN0031,4,
SEN-0011704,Rangel,KXM-RAN,4,Actualização de Dados,01/02/2025,10:20,10:38,10:50,18,12,Atendido,Normal,FUN0005,4,Sistema lento
SNH0003783,Maianga,KXM-MAI,2,Crédito,2025-02-03,11:12,12:59,13:33,107,34,Reagendado,Idoso,FUN0013,4,Sem energia - sistema reiniciado
SNH0001254,Rangel,KXM-RAN,3,Crédito,2025-03-10,08:17,09:31,10:09,74,38,Atendido,Normal,FUN0006,4,
SNH0004395,Viana,KXM-VIA,3,Pagamento de Serviços,2025/03/26,08:44,10:28,10:37,104,9,Atendido,Normal,FUN0039,4,Problema com o cartão
SNH0015294, Cazenga,KXM-MIR,1,Transferência,2025-03-15,12:39,14:27,14:31,108,4,Atendido,IDOSO,FUN0044,4,Cliente voltará amanhã
SNH0015656,Kilamba ,KXM-ING,1,Pagamento de Serviços,20/02/2025,14:31,14:54,15:37,-25,43,Desistiu,Normal,FUN0015,4,
SNH0005890,Ingombota,KXM-ING,4,Pagamento de Serviços,27/03/2025,,14:06,14:32,97,26,Atendido,IDOSO,FUN0013,4,
SNH0009716,Benfica,KXM-BEN,4,Actualização de Dados,2025/01/20,12:35,13:22,13:36,47,-17,Atendido,Normal,FUN0033,4,Problema com o cartão
SNH0002960,Cazenga,KXM-CAZ,1,Actualização de Dados,17/02/2025,09:56,09:56,10:09,0,13,Atendido,Normal,FUN0031,4,Cliente reclamou do tempo de espera
SNH0015695,Cazenga,KXM-CAZ,2,deposito,2025-03-07,10:41,11:16,11:51,35,35,Atendido,Normal,FUN0039,4,Cliente reclamou do tempo de espera
SNH0005098,Rangel,KXM-RAN,3,Transferência,2025-02-05,09:02,09:52,10:32,-16,40,Atendido,Gestante,FUN0043,4,
SNH0007460,Samba,KXM-SAM,1,Transferência,04/03/2025,12:28,12:56,12:59,28,3,Atendido,Empresa,FUN0010,4,Impressora com falha
SNH0012633,Talatona,KXM-TAL,4,Transferência,25/03/2025,13:57,15:53,15:57,116,4,Atendido,Empresa,FUN0011,4,
SNH0006585,Kilamba,KXM-KIL,4,Abertura de Conta,2025-01-13,10:16,11:02,11:08,46,6,Atendido,Normal,FUN0020,4,Sem energia - sistema reiniciado
SNH0007918,Miramar,KXM-MIR,2,Levantamento,25-01-2025,14:05,14:08,14:25,3,-1,Atendido,Normal,FUN0013,4,Impressora com falha
SNH0011576,Talatona,KXM-TAL,3,CRÉDITO,22-03-2025,09:45,10:41,10:59,-26,18,Atendido,Empresa,FUN0019,4,Cliente reclamou do tempo de espera
SNH0009071,Rangel,KXM-RAN,3,Abertura de Conta,2025/01/17,,14:46,15:25,115,39,Atendido,Normal,FUN0008,4,
SNH0004343,Kilamba,KXM-KIL,2,Crédito,30/01/2025,12:29,13:45,,76,15,Atendido,Normal,FUN0041,4,
SNH0004897,Samba,KXM-SAM,1,Actualização de Dados,2025-01-25,10:29,10:58,11:21,29,23,Atendido,Normal,FUN0004,4,Atendimento prioritário solicitado
SNH0004317,Talatona,KXM-TAL,1,Depósito,22-03-2025,08:12,09:30,10:14,0,44,Atendido,Idoso,FUN0004,4,Cliente voltará amanhã
SNH0014281,Miramar,KXM-MIR,1,Pagamento de Serviços,25-01-2025,12:34,12:49,12:54,15,5,Atendido,Normal,FUN0031,4,
SNH0015038,Samba,KXM-SAM,3,Abertura de Conta,2025-02-26,14:42,15:36,15:53,54,17,Atendido,Normal,FUN0040,4,
SNH0012438,Talatona,KXM-TAL,1,Abertura de conta,2025-03-14,13:16,13:40,10:12,50,10,Atendido,Empresa,FUN0043,4,Cliente satisfeito
SNH0005182,Samba,KXM-SAM,4,Pagamento de Serviços,2025/03/17,12:09,12:56,13:24,47,28,Atendido,Normal,FUN0023,4,Cliente reclamou do tempo de espera
SNH0012455,Benfica,KXM-BEN,2,Abertura de Conta,24/01/2025,14:57,14:43,09:34,17,7,Atendido,Normal,FUN0016,4,
SNH0010482,talatona,KXM-RAN,4,pagamento de serviços,2025-01-06,08:34,09:45,10:11,71,26,Reagendado,Idoso,FUN0048,4,
SNH0014197,Benfica,KXM-BEN,3,Tranferência,2025-01-29,11:03,11:15,,12,38,Atendido,Normal,FUN0023,4,
SNH0015876,Benfica,KXM-BEN,3,Depósito,2025-03-15,14:23,14:30,14:50,7,20,Atendido,Normal,FUN0005,4,Impressora com falha
SNH0002294,Maianga,KXM-MAI,1,Depósito,04/03/2025,08:12,09:58,10:42,106,44,Atendido,Normal,FUN0034,4,Atendimento prioritário solicitado
SNH0005446,Rangel,KXM-RAN,4,Deposito,2025-03-22,08:11,08:47,09:22,0,35,Atendido,Normal,FUN0050,4,Cliente voltará amanhã
SNH0013924,Ingombota,KXM-ING,4,Actualizacao de Dados,10-03-2025,,10:10,10:19,61,9,Desistiu,Normal,FUN0040,4,Problema com o cartão
SNH0017189,Maianga,KXM-MAI,3,Tranferência,22/03/2025,14:56,16:09,16:51,0,42,Atendido,Normal,FUN0019,4,
SNH0006156,Miramar,KXM-MIR,4,Crédito,2025-02-11,10:17,11:54,12:02,97,8,Atendido,Normal,FUN0031,4,Cliente voltará amanhã
SNH0012477,Benfica,KXM-BEN,1,Depósito,2025-02-19,11:04,12:15,12:25,71,10,Desistiu,Normal,FUN0013,4,
SNH0001236,Ingombota,KXM-ING,1,Pagamento de Serviços,04/01/2025,10:33,12:20,12:52,107,32,Atendido,Empresa,FUN0042,4,
SNH0019460,Talatona,KXM-TAL,3,CRÉDITO,2025-01-25,11:54,12:53,13:09,59,16,Atendido,Normal,FUN0048,4,Sem energia - sistema reiniciado
SNH0016750,Talatona,KXM-TAL,3,Levantamento,10/02/2025,12:50,13:21,13:52,31,31,Atendido,Normal,FUN0027,4,Sistema lento
SNH0005757,Viana,KXM-VIA,4,Actualização de Dados,2025/03/29,,16:38,17:22,106,44,Atendido,Normal,FUN0043,4,Atendimento prioritário solicitado
SNH0013829,Maianga,KXM-MAI,1,Depósito,2025-01-10,14:00,14:28,14:35,28,7,Atendido,Normal,FUN0025,4,Impressora com falha
SNH0006433,Benfica,KXM-BEN,1,Actualizacao de Dados,2025-01-22,,14:04,14:35,37,31,Atendido,Empresa,FUN0001,4,
SNH0000755,Miramar,KXM-MIR,2,Transferência,10/02/2025,10:42,12:05,12:10,83,5,Desistiu,Idoso,FUN0018,4,
SNH0001373,Ingombota,KXM-ING,1,Levantamento,17/02/2025,10:51,11:14,11:36,23,22,Atendido,Normal,FUN0011,4,
SNH0018158,Miramar,KXM-MIR,4,,20/01/2025,13:25,14:01,14:38,36,37,Atendido,Normal,FUN0028,4,Sem energia - sistema reiniciado
SNH0013643,Ingombota,KXM-ING,2,Tranferência,2025/03/05,08:55,09:37,09:42,42,5,Atendido,Normal,FUN0018,4,Atendimento prioritário solicitado
SN19183,Talatona,KXM-TAL,2,Levantamento,03/03/2025,11:07,11:48,12:16,41,381,Atendido,Normal,FUN0011,4,
SNH0002288,Ingombota,KXM-ING,4,Crédito,03/02/2025,12:41,11:09,09:18,30,44,Atendido,gestante,FUN0043,4,Cliente voltará amanhã
SNH0004337,Kilamba,KXM-KIL,3,Deposito,07/02/2025,12:47,14:39,15:08,112,29,Atendido,Empresa,FUN0028,4,
SNH0010759,Miramar,KXM-MIR,1,Actualização de Dados,29/01/2025,,13:11,13:56,8,45,Atendido,Normal,FUN0024,4,Atendimento prioritário solicitado
SNH0019071,Maianga,KXM-MAI,3,Actualização de Dados,11/03/2025,11:19,11:49,12:02,30,13,Atendido,Normal,FUN0021,4,Sistema lento
SNH0010519,Viana,KXM-VIA,1,Pagamento de Serviços,2025-02-04,09:45,11:17,11:36,92,19,Atendido,Normal,FUN0006,4,Impressora com falha
SNH0013196,Viana,KXM-VIA,3,Pagamento de Serviços,24/03/2025,11:31,12:46,13:03,430,17,Atendido,Empresa,FUN0032,4,Cliente reclamou do tempo de espera
SNH0005191,Samba,KXM-SAM,4,Pagamento de Serviços,08/01/2025,13:21,12:49,10:48,0,29,Atendido,Gestante,FUN0019,4,Cliente satisfeito
SNH0014734,Samba,KXM-SAM,4,Actualização de Dados,15/01/2025,09:36,11:13,11:47,97,34,Atendido,Normal,FUN0027,4,
SNH0009395,Cazenga,KXM-CAZ,1,,10/01/2025,11:40,13:11,13:14,91,3,Atendido,Idoso,FUN0044,4,Sem energia - sistema reiniciado
SNH0000086,Cazenga,KXM-CAZ,1,Pagamento de Serviços,05/02/2025,10:11,11:42,11:56,91,14,Atendido,Normal,FUN0019,4,Cliente voltará amanhã
SNH0002405,Miramar,KXM-MIR,2,Abertura de Conta,24/03/2025,08:34,10:21,10:37,107,16,Atendido,Empresa,FUN0007,4,
SNH0007636,Talatona,KXM-TAL,1,,2025-02-12,08:03,09:59,10:08,116,9,Atendido,Idoso,FUN0048,4,Falta de documentos
SNH0009835,Miramar,KXM-MIR,2,Depósito,18/02/2025,13:01,13:08,13:51,7,43,Atendido,Normal,FUN0039,4,
SEN-0010548,Rangel,KXM-RAN,4,Transferência,2025-02-19,09:29,14:32,08:47,66,4,Reagendado,Normal,FUN0050,4,Impressora com falha
SNH0012188,Kilamba,KXM-KIL,4,Abertura de Conta,31-03-2025,12:23,13:17,13:46,54,29,Atendido,Normal,FUN0015,4,Cliente voltará amanhã
SNH0000440,Benfica,KXM-BEN,4,Crédito,14/03/2025,11:52,12:55,13:39,63,44,Reagendado,Normal,FUN0024,4,Cliente voltará amanhã
SNH0008321,Ingombota,KXM-ING,2,Transferência,2025-03-13,11:54,13:04,13:25,70,21,Atendido,Normal,FUN0019,4,
SNH0015225,Benfica,KXM-BEN,4,Pagamento de Serviços,2025-01-09,09:49,11:37,11:44,108,7,Atendido,Normal,FUN0044,4,Falta de documentos
SNH0007245,Maianga,KXM-MAI,2,Actualização de Dados,2025-03-26,12:06,12:28,12:47,833,19,Atendido,Normal,FUN0040,4,
SNH0003224,Samba,KXM-SAM,3,Pagamento de Serviços,20/03/2025,08:58,10:43,11:11,105,28,Atendido,Gestante,FUN0034,4,Cliente voltará amanhã
SNH0011958,Talatona,KXM-TAL,4,Depósito,2025-01-17,09:05,10:21,10:47,76,26,Atendido,Normal,FUN0002,4,Cliente reclamou do tempo de espera
SNH0007902,Kilamba,KXM-KIL,4,Depósito,2025-03-07,09:37,10:26,10:31,49,5,Atendido,Empresa,FUN0025,4,
SNH0010613,Talatona,KXM-TAL,1,Abertura de Conta,21/03/2025,09:36,09:39,10:11,3,32,Atendido,Gestante,FUN0011,4,
SNH0018674,Miramar,KXM-MIR,1,Abertura de Conta,08-01-2025,14:08,15:19,15:55,71,36,Reagendado,Normal,FUN0027,4,Falta de documentos
SNH0011357,Ingombota,KXM-ING,2,Actualização de Dados,2025-02-03,14:36,15:37,16:10,61,33,Atendido,Normal,FUN0017,4,
SNH0002730,Cazenga,KXM-CAZ,2,Transferência,17/03/2025,13:55,14:39,15:24,44,45,Atendido,Normal,FUN0018,4,
SNH0003459,Rangel,KXM-RAN,2,Abertura de Conta,2025-01-20,10:37,12:19,12:57,102,38,Atendido,Normal,FUN0032,4,
SNH0008702,Samba,KXM-SAM,4,Depósito,2025/03/31,12:39,13:53,14:13,74,20,Atendido,Normal,FUN0003,4,Falta de documentos
SNH0015117,Kilamba,KXM-KIL,3,Abertura de Conta,10/02/2025,11:20,12:57,13:03,581,6,Atendido,Normal,FUN0045,4,
SNH0017994,Viana,KXM-VIA,4,Transferência,2025/03/18,13:27,13:50,14:19,23,29,Atendido,Normal,FUN0006,4,Cliente voltará amanhã
SNH0018962,Maianga,KXM-MAI,1,Crédito,03/03/2025,10:02,11:07,11:49,724,42,Desistiu,Normal,FUN0034,4,
SNH0003447,Kilamba,KXM-KIL,4,Levantamento,18/02/2025,09:52,10:36,11:15,44,39,Atendido,Idoso,FUN0033,4,
SNH0010071,Viana,KXM-VIA,4,Crédito,08/01/2025,10:57,12:42,12:52,105,10,Reagendado,Normal,FUN0021,4,Impressora com falha
SNH0017354,Miramar,KXM-MIR,2,,26/02/2025,14:54,15:28,15:36,34,8,Atendido,Normal,FUN0029,4,
SNH0001973,Ingombota,KXM-ING,1,Levantamento,17-02-2025,14:33,15:43,16:18,70,35,Atendido,Idoso,FUN0001,4,
SNH0003853,Cazenga,KXM-CAZ,3,Actualização de Dados,2025-01-11,13:22,14:31,15:09,469,38,Atendido, Normal,FUN0030,4,Atendimento prioritário solicitado
SNH0006986,Miramar,KXM-MIR,3,Crédito,16-01-2025,13:05,15:01,15:18,116,17,Atendido,Gestante,,4,Cliente voltará amanhã
SNH0006576,Samba,KXM-SAM,2,Crédito,2025-01-09,12:25,13:11,13:47,46,36,Atendido,Normal,FUN0050,4,Sem energia - sistema reiniciado
SNH0007762, Cazenga,KXM-KIL,4,Pagamento de Serviços,01/03/2025,13:05,14:43,15:07,98,24,Reagendado,Normal,FUN0050,4,Sem energia - sistema reiniciado
SNH0012986,Samba,KXM-SAM,2,Depósito,2025-02-15,13:46,14:56,,70,36,Desistiu,gestante,FUN0012,4,
SNH0013864,Ingombota,KXM-ING,1,Abertura de Conta,10/02/2025,12:48,13:49,,445,-2,Atendido,Empresa ,FUN0024,4,Impressora com falha
SNH0009896,Rangel,KXM-RAN,2, Levantamento,10/03/2025,12:25,12:43,12:54,18,11,Atendido, Normal,FUN0019,4,Cliente satisfeito
SNH0003129,Samba,KXM-SAM,1,Transferência,22/01/2025,13:26,13:32,13:36,6,4,Atendido,Empresa,FUN0049,4,
SNH0012975,Ingombota,KXM-ING,1,Pagamento de Serviços,15/01/2025,11:55,13:00,13:39,65,39,Atendido,Normal,FUN0036,4,Atendimento prioritário solicitado
SEN-0003626,Maianga,KXM-MAI,4,Credito,2025/03/01,08:19,08:32,09:07,13,35,Atendido,Empresa,FUN0008,4,
SNH0008482,Kilamba,KXM-KIL,2,Crédito,08/01/2025,,12:03,,95,7,Desistiu,Gestante,FUN0039,4,
SNH0014200,Maianga,KXM-MAI,4,Crédito,2025/03/11,11:20,11:48,12:25,28,37,Atendido,Normal,FUN0027,4,Sem energia - sistema reiniciado
SNH0005704,Viana,KXM-VIA,1,Actualização de Dados,27-03-2025,12:03,13:23,13:59,80,36,Atendido,Normal,FUN0014,4,
SNH0010740,Viana,KXM-VIA,3,Levantamento,26/03/2025,08:41,08:50,09:26,9,36,Atendido,Idoso,FUN0004,4,Sem energia - sistema reiniciado
SNH0002908,Talatona,KXM-TAL,4,Transferência,10/02/2025,08:48,09:44,10:28,56,44,Atendido,Idoso,FUN0045,4,
SNH0013610,Rangel,KXM-RAN,2,Transferência,04/03/2025,13:43,15:00,15:38,77,38,Atendido,Normal,FUN0047,4,
SNH0015959,Miramar,KXM-MIR,4,Abertura de Conta,08/01/2025,10:40,12:29,12:48,109,19,Desistiu,Normal,FUN0013,4,
SNH0003192,Maianga,KXM-MAI,4,Crédito,23/01/2025,13:22,13:46,14:04,24,18,Reagendado,Normal,FUN0003,4,
SNH0014358,Benfica,KXM-BEN,1,Levantamento,01/02/2025,11:00,12:24,13:03,84,39,Reagendado,Normal,FUN0044,4,Sem energia - sistema reiniciado
SNH0004298,Talatona,KXM-TAL,1,Levantamento,21-01-2025,08:09,09:34,10:09,85,35,Atendido,Normal,FUN0040,4,
SNH0006443,Talatona,KXM-TAL,4,Crédito,21/01/2025,11:10,12:07,12:43,57,36,Atendido,Normal,FUN0050,4,Cliente voltará amanhã
SNH0012956,Maianga,KXM-MAI,1,Abertura de Conta,29/03/2025,08:28,09:35,09:46,67,11,Atendido,Normal,FUN0015,4,Cliente voltará amanhã
SNH0011589,Maianga,KXM-MAI,3,Abertura de Conta,2025-01-04,,12:00,12:18,33,18,Atendido,Empresa,FUN0008,4,Sistema lento
SN1872,Maianga,KXM-MAI,2,Actualização de Dados,18-02-2025,11:08,12:51,13:09,103,18,Atendido,Empresa,FUN0031,4,
SNH0004876,Viana,KXM-VIA,4,Pagamento de Serviços,2025-01-21,09:46,10:25,11:03,39,38,Atendido,Empresa,FUN0034,4,Cliente satisfeito
SN3342,Rangel,KXM-RAN,2,Pagamento de Serviços,25/03/2025,14:26,14:38,15:15,12,37,Desistiu,Idoso,FUN0043,4,Cliente voltará amanhã
SNH0004895,Maianga,KXM-MAI,1,Depósito,19/03/2025,,12:17,12:21,116,-11,Atendido,Normal,FUN0031,4,Impressora com falha
SNH0007290,Kilamba,KXM-KIL,4,Crédito,2025/01/13,11:42,13:17,,95,41,Desistiu, Normal,FUN0019,4,Cliente reclamou do tempo de espera
SNH0003248,Samba,KXM-SAM,3,Transferência,21/02/2025,13:28,14:20,,52,33,Desistiu,Idoso,FUN0025,4,Falta de documentos
SNH0014386,Talatona,KXM-TAL,1,Transferência,04/03/2025,11:37,12:39,12:48,62,9,Atendido,Normal,FUN0015,4,Cliente satisfeito
SNH0006697,Miramar,KXM-MIR,2,Abertura de Conta,2025-02-27,08:26,09:51,10:32,85,41,Atendido,Normal,,4,Sistema lento
SNH0002452,Rangel,KXM-RAN,1,Depósito,2025/03/04,10:00,11:52,12:37,112,45,Atendido,Normal,FUN0014,4,Sem energia - sistema reiniciado
SNH0006129,Rangel,KXM-RAN,3,Transferência,2025-02-08,10:59,11:59,12:18,60,19,Atendido,Idoso,FUN0049,4,Cliente voltará amanhã
SNH0009628,Talatona,KXM-TAL,3,Crédito,24/03/2025,08:36,08:45,08:58,9,13,Atendido,Idoso,FUN0021,4,Sistema lento
SNH0007206,Talatona,KXM-TAL,4,Pagamento de Serviços,27/01/2025,10:12,11:10,,58,21,Desistiu,Empresa,FUN0011,4,Falta de documentos
SNH0014467,Talatona,KXM-TAL,2,Pagamento de Serviços,27/01/2025,09:19,09:19,09:31,0,12,Atendido,Normal,FUN0032,4,
SNH0002971,Maianga,KXM-MAI,2,pagamento de serviços,25-03-2025,10:33,11:47,12:01,74,14,Atendido,Normal,FUN0020,4,Atendimento prioritário solicitado
SNH0002223,Ingombota,KXM-ING,2,Depósit0,20/01/2025,12:13,14:07,14:27,114,20,Atendido,Normal,FUN0046,4,
SNH0018217,Viana,KXM-VIA,1,DEPOSITO,2025-02-10,11:58,12:42,13:21,44,39,Atendido,Normal,FUN0009,4,
SNH0018923,Ingombota,KXM-ING,2,deposito,2025-02-24,08:55,10:13,10:28,78,15,Atendido,Idoso,FUN0035,4,Cliente satisfeito
SNH0005327,Benfica,KXM-BEN,3,Credito,2025-03-03,11:03,11:57,12:07,54,10,Atendido,Normal,FUN0003,4,
SNH0007326,Maianga,KXM-MAI,4,Pagamento de Serviços,2025-03-13,13:01,14:17,15:02,76,45,Atendido,gestante,FUN0044,4,Cliente satisfeito
SNH0000449,Rangel,KXM-RAN,1,Depósito ,05-02-2025,13:37,13:55,14:20,18,25,Atendido,Normal,FUN0048,4,Problema com o cartão
SNH0014449,Cazenga,KXM-CAZ,3,Depósito,24/03/2025,10:52,11:46,12:15,54,29,Atendido,Idoso,FUN0018,4,Atendimento prioritário solicitado
SNH0014004,Kilamba,KXM-KIL,4,Depósito,10/02/2025,12:10,12:20,13:02,10,42,Atendido,Normal,FUN0050,4,Cliente satisfeito
SNH0009052,Miramar,KXM-MIR,2,Abertura de Conta,2025-02-21,10:18,11:43,,85,6,Desistiu,Idoso,FUN0010,4,
SNH0002849,Miramar,KXM-MIR,2,,10/01/2025,13:31,14:19,14:39,48,20,Desistiu,Empresa,FUN0041,4,Atendimento prioritário solicitado
SNH0007861,Cazenga,KXM-CAZ,4,Levantamento,2025/02/03,12:27,13:50,,83,20,Atendido,Normal,FUN0013,4,Cliente voltará amanhã
SNH0016258,Miramar,KXM-MIR,2,Credito,31/03/2025,08:07,09:55,10:26,108,-13,Atendido,Empresa,FUN0006,4,Sistema lento
SNH0013985,Samba,KXM-SAM,4,Crédito,03/03/2025,10:12,10:49,11:33,37,44,Atendido,Empresa,FUN0038,4,Cliente voltará amanhã
SNH0017862,Miramar,KXM-MIR,4,Depósito,2025-01-20,13:56,15:28,15:46,92,18,Desistiu,Normal,FUN0029,4,
SEN-0009054,Ingombota,KXM-ING,2,Actualização de Dados,20/01/2025,11:33,13:28,13:44,115,16,Atendido,Gestante,FUN0001,4,
SNH0004457,Kilamba,KXM-KIL,2,Depósit0,2025-01-25,13:45,13:49,14:00,4,11,Atendido,Gestante,,4,
SNH0019088,Ingombota,KXM-ING,4,deposito,19-02-2025,14:33,15:19,15:43,46,24,Desistiu,Normal,FUN0002,4,
SNH0002641,Benfica,KXM-BEN,3,Depósito,10-03-2025,09:57,10:51,11:20,54,29,Desistiu,Empresa,FUN0001,4,Sem energia - sistema reiniciado
SNH0019654,Talatona,KXM-TAL,4,Pagamento de Serviços,22/02/2025,13:36,14:45,14:53,69,8,Reagendado,Idoso,FUN0041,4,
SNH0005084,Maianga,KXM-MAI,1,Abertura de Conta,18/01/2025,09:04,10:26,10:46,82,20,Atendido,Gestante,FUN0044,4,
SNH0005583,Kilamba,KXM-KIL,1,Depósito,25/01/2025,10:26,11:51,12:19,85,28,Atendido,Idoso,FUN0015,4,Cliente satisfeito
SNH0000745,Miramar,KXM-MIR,1,Crédito,2025-03-18,14:23,15:00,15:09,37,9,Atendido,Normal,FUN0007,4,
SNH0005333,Viana,KXM-VIA,2,Crédito,2025-01-30,14:22,15:26,15:40,64,-16,Atendido,Gestante,FUN0040,4,
SNH0001660,Ingombota,KXM-ING,1,Transferência,17/03/2025,09:58,10:50,11:08,52,18,Atendido,Normal,FUN0003,4,
SNH0017355,Cazenga,KXM-CAZ,1,CRÉDITO,16/01/2025,09:07,09:08,09:52,1,44,Reagendado,Normal,FUN0009,4,Cliente reclamou do tempo de espera
SNH0013195,Talatona,KXM-TAL,1,Depósito,2025-01-03,10:08,12:01,12:39,113,38,Atendido,Normal,FUN0024,4,
SNH0015221,Kilamba,KXM-KIL,1,Actualização de Dados,2025-02-03,12:13,12:19,12:27,6,8,Atendido,Normal,FUN0045,4,Cliente voltará amanhã
SNH0009082,Benfica,KXM-BEN,2,Levantamento,2025-03-07,09:08,09:46,09:51,38,5,Atendido,Empresa ,FUN0028,4,
SNH0012917,Cazenga,KXM-CAZ,4,Abertura de Conta,25/03/2025,10:29,12:27,12:44,118,17,Reagendado,Normal,FUN0022,4,
